run_id,planner,scenario,sample_index,elapsed_s,x,y,yaw_rad
20260429_020840_510,hybrid_astar,open_world,0,0.036,-0.0,-0.0,-2.24831
20260429_020840_510,hybrid_astar,open_world,1,0.184,-0.0,-0.0,-2.25155
20260429_020840_510,hybrid_astar,open_world,2,0.344,-0.0,-0.0,-2.26228
20260429_020840_510,hybrid_astar,open_world,3,0.477,-0.0,-0.0,-2.27502
20260429_020840_510,hybrid_astar,open_world,4,0.595,-0.0,-0.0,-2.29323
20260429_020840_510,hybrid_astar,open_world,5,0.705,-0.0,-0.0,-2.30359
20260429_020840_510,hybrid_astar,open_world,6,0.84,-0.0,-0.0,-2.33304
20260429_020840_510,hybrid_astar,open_world,7,0.98,-0.0,-0.0,-2.36573
20260429_020844_856,hybrid_astar,open_world,0,0.018,-0.0,-0.0,-3.13414
20260429_020844_856,hybrid_astar,open_world,1,0.14,-0.0,-0.0,-3.13495
20260429_020844_856,hybrid_astar,open_world,2,0.254,-0.0,-0.0,-3.13527
20260429_020844_856,hybrid_astar,open_world,3,0.371,-0.0,-0.0,-3.13549
20260429_020844_856,hybrid_astar,open_world,4,0.489,-0.0,-0.0,3.13928
20260429_020844_856,hybrid_astar,open_world,5,0.63,-0.0,-0.0,3.13594
20260429_020844_856,hybrid_astar,open_world,6,0.755,-0.0,-0.0,3.13617
20260429_020844_856,hybrid_astar,open_world,7,0.867,-0.0,-0.0,3.13545
20260429_020844_856,hybrid_astar,open_world,8,1.005,-0.0,-0.0,3.13605
20260429_020849_066,hybrid_astar,open_world,0,0.023,-0.1272,0.1235,2.29628
20260429_020849_066,hybrid_astar,open_world,1,0.133,-0.1388,0.1369,2.28362
20260429_020849_066,hybrid_astar,open_world,2,0.288,-0.1516,0.1516,2.27427
20260429_020849_066,hybrid_astar,open_world,3,0.417,-0.1631,0.1653,2.26556
20260429_020849_066,hybrid_astar,open_world,4,0.549,-0.1764,0.1815,2.25471
20260429_020849_066,hybrid_astar,open_world,5,0.671,-0.1896,0.1979,2.2421
20260429_020849_066,hybrid_astar,open_world,6,0.807,-0.2007,0.212,2.23094
20260429_020849_066,hybrid_astar,open_world,7,0.917,-0.2135,0.2287,2.21761
20260429_020853_116,hybrid_astar,open_world,0,0.002,-0.356,0.4536,2.05974
20260429_020853_116,hybrid_astar,open_world,1,0.132,-0.3642,0.4691,2.04921
20260429_020853_116,hybrid_astar,open_world,2,0.293,-0.3722,0.4847,2.03796
20260429_020853_116,hybrid_astar,open_world,3,0.424,-0.3789,0.4982,2.03318
20260429_020853_116,hybrid_astar,open_world,4,0.557,-0.3867,0.514,2.01215
20260429_020853_116,hybrid_astar,open_world,5,0.713,-0.3939,0.5299,1.98658
20260429_020853_116,hybrid_astar,open_world,6,0.844,-0.3999,0.5436,1.97199
20260429_020853_116,hybrid_astar,open_world,7,1.0,-0.4066,0.5598,1.96154
20260429_020856_138,hybrid_astar,open_world,0,0.041,-0.4611,0.7443,1.74748
20260429_020856_138,hybrid_astar,open_world,1,0.19,-0.4637,0.759,1.73862
20260429_020856_138,hybrid_astar,open_world,2,0.333,-0.4665,0.7763,1.72266
20260429_020856_138,hybrid_astar,open_world,3,0.508,-0.469,0.7937,1.70034
20260429_020856_138,hybrid_astar,open_world,4,0.611,-0.47,0.8011,1.68965
20260429_020856_138,hybrid_astar,open_world,5,0.74,-0.4719,0.8185,1.67413
20260429_020856_138,hybrid_astar,open_world,6,0.882,-0.4734,0.8334,1.67144
20260429_020858_748,hybrid_astar,open_world,0,0.025,-0.4889,1.0186,1.61686
20260429_020858_748,hybrid_astar,open_world,1,0.162,-0.4895,1.0335,1.61449
20260429_020858_748,hybrid_astar,open_world,2,0.289,-0.4903,1.051,1.60915
20260429_020858_748,hybrid_astar,open_world,3,0.4,-0.4909,1.0685,1.59961
20260429_020858_748,hybrid_astar,open_world,4,0.522,-0.4912,1.0835,1.58668
20260429_020858_748,hybrid_astar,open_world,5,0.665,-0.4914,1.1011,1.57084
20260429_020858_748,hybrid_astar,open_world,6,0.793,-0.4913,1.1186,1.55467
20260429_020858_748,hybrid_astar,open_world,7,0.932,-0.4909,1.1337,1.54024
20260429_020901_080,hybrid_astar,open_world,0,0.033,-0.4748,1.2929,1.37347
20260429_020901_080,hybrid_astar,open_world,1,0.173,-0.4717,1.3076,1.34955
20260429_020901_080,hybrid_astar,open_world,2,0.292,-0.4677,1.3246,1.32717
20260429_020901_080,hybrid_astar,open_world,3,0.409,-0.4633,1.3415,1.3048
20260429_020901_080,hybrid_astar,open_world,4,0.513,-0.4593,1.356,1.28479
20260429_020901_080,hybrid_astar,open_world,5,0.64,-0.4541,1.3728,1.2619
20260429_020901_080,hybrid_astar,open_world,6,0.77,-0.4487,1.3894,1.23743
20260429_020901_080,hybrid_astar,open_world,7,0.892,-0.4436,1.4035,1.2178
20260429_020901_080,hybrid_astar,open_world,8,1.016,-0.4374,1.42,1.19782
20260429_020903_206,hybrid_astar,open_world,0,0.038,-0.3911,1.5283,1.1346
20260429_020903_206,hybrid_astar,open_world,1,0.155,-0.3847,1.5419,1.12537
20260429_020903_206,hybrid_astar,open_world,2,0.272,-0.377,1.5578,1.11
20260429_020903_206,hybrid_astar,open_world,3,0.395,-0.369,1.5734,1.08804
20260429_020903_206,hybrid_astar,open_world,4,0.528,-0.3619,1.5867,1.06598
20260429_020903_206,hybrid_astar,open_world,5,0.672,-0.3533,1.6019,1.04929
20260429_020903_206,hybrid_astar,open_world,6,0.791,-0.3445,1.6171,1.03611
20260429_020903_206,hybrid_astar,open_world,7,0.918,-0.3368,1.63,1.02482
20260429_020905_117,hybrid_astar,open_world,0,0.005,-0.2762,1.7219,0.95835
20260429_020905_117,hybrid_astar,open_world,1,0.12,-0.2676,1.7341,0.95381
20260429_020905_117,hybrid_astar,open_world,2,0.242,-0.2573,1.7484,0.94179
20260429_020905_117,hybrid_astar,open_world,3,0.377,-0.2469,1.7625,0.92786
20260429_020905_117,hybrid_astar,open_world,4,0.511,-0.2379,1.7745,0.91732
20260429_020905_117,hybrid_astar,open_world,5,0.659,-0.2272,1.7883,0.90599
20260429_020905_117,hybrid_astar,open_world,6,0.798,-0.2163,1.802,0.89285
20260429_020905_117,hybrid_astar,open_world,7,0.915,-0.2068,1.8137,0.88312
20260429_020906_937,hybrid_astar,open_world,0,0.014,-0.1282,1.9011,0.79937
20260429_020906_937,hybrid_astar,open_world,1,0.148,-0.116,1.9137,0.79568
20260429_020906_937,hybrid_astar,open_world,2,0.271,-0.1054,1.9244,0.79383
20260429_020906_937,hybrid_astar,open_world,3,0.401,-0.0931,1.9369,0.79319
20260429_020906_937,hybrid_astar,open_world,4,0.54,-0.0809,1.9494,0.79156
20260429_020906_937,hybrid_astar,open_world,5,0.649,-0.0703,1.96,0.78168
20260429_020906_937,hybrid_astar,open_world,6,0.789,-0.0577,1.9723,0.76922
20260429_020906_937,hybrid_astar,open_world,7,0.915,-0.0451,1.9844,0.75493
20260429_020908_746,hybrid_astar,open_world,0,0.038,0.0498,2.0661,0.66341
20260429_020908_746,hybrid_astar,open_world,1,0.155,0.0618,2.0754,0.65273
20260429_020908_746,hybrid_astar,open_world,2,0.29,0.0773,2.0871,0.64129
20260429_020908_746,hybrid_astar,open_world,3,0.393,0.0941,2.0996,0.62964
20260429_020908_746,hybrid_astar,open_world,4,0.56,0.1185,2.1171,0.61379
20260429_020908_746,hybrid_astar,open_world,5,0.669,0.1333,2.1274,0.60467
20260429_020908_746,hybrid_astar,open_world,6,0.788,0.1506,2.1393,0.59424
20260429_020908_746,hybrid_astar,open_world,7,0.907,0.1681,2.151,0.58395
20260429_020908_746,hybrid_astar,open_world,8,1.014,0.1832,2.1609,0.57615
20260429_020910_516,hybrid_astar,open_world,0,0.015,0.2779,2.2188,0.5187
20260429_020910_516,hybrid_astar,open_world,1,0.144,0.296,2.229,0.50528
20260429_020910_516,hybrid_astar,open_world,2,0.26,0.3109,2.2371,0.49338
20260429_020910_516,hybrid_astar,open_world,3,0.401,0.3281,2.2463,0.48067
20260429_020910_516,hybrid_astar,open_world,4,0.543,0.3453,2.2551,0.46675
20260429_020910_516,hybrid_astar,open_world,5,0.658,0.3602,2.2625,0.45447
20260429_020910_516,hybrid_astar,open_world,6,0.78,0.378,2.2711,0.4437
20260429_020910_516,hybrid_astar,open_world,7,0.898,0.3966,2.2798,0.43252
20260429_020910_516,hybrid_astar,open_world,8,1.012,0.4128,2.2873,0.42348
20260429_020912_249,hybrid_astar,open_world,0,0.009,0.5067,2.3273,0.3847
20260429_020912_249,hybrid_astar,open_world,1,0.147,0.5235,2.3341,0.38116
20260429_020912_249,hybrid_astar,open_world,2,0.25,0.543,2.3419,0.38055
20260429_020912_249,hybrid_astar,open_world,3,0.373,0.5625,2.3497,0.38212
20260429_020912_249,hybrid_astar,open_world,4,0.493,0.5792,2.3564,0.38346
20260429_020912_249,hybrid_astar,open_world,5,0.604,0.5987,2.3643,0.38557
20260429_020912_249,hybrid_astar,open_world,6,0.73,0.6181,2.3722,0.3867
20260429_020912_249,hybrid_astar,open_world,7,0.851,0.6355,2.3793,0.38776
20260429_020912_249,hybrid_astar,open_world,8,0.976,0.6552,2.3873,0.38799
20260429_020913_856,hybrid_astar,open_world,0,0.006,0.711,2.4102,0.39234
20260429_020913_856,hybrid_astar,open_world,1,0.136,0.7304,2.4183,0.39305
20260429_020913_856,hybrid_astar,open_world,2,0.263,0.747,2.4252,0.3926
20260429_020913_856,hybrid_astar,open_world,3,0.415,0.7665,2.4332,0.3921
20260429_020913_856,hybrid_astar,open_world,4,0.525,0.7859,2.4413,0.39083
20260429_020913_856,hybrid_astar,open_world,5,0.65,0.8026,2.4481,0.38904
20260429_020913_856,hybrid_astar,open_world,6,0.78,0.8221,2.4561,0.38814
20260429_020913_856,hybrid_astar,open_world,7,0.942,0.8415,2.464,0.38749
20260429_020915_227,hybrid_astar,open_world,0,0.013,0.886,2.4822,0.38675
20260429_020915_227,hybrid_astar,open_world,1,0.144,0.9054,2.4901,0.38606
20260429_020915_227,hybrid_astar,open_world,2,0.265,0.9249,2.498,0.38512
20260429_020915_227,hybrid_astar,open_world,3,0.372,0.9417,2.5048,0.38444
20260429_020915_227,hybrid_astar,open_world,4,0.486,0.9612,2.5127,0.38386
20260429_020915_227,hybrid_astar,open_world,5,0.61,0.9807,2.5205,0.38334
20260429_020915_227,hybrid_astar,open_world,6,0.744,0.9975,2.5273,0.38297
20260429_020915_227,hybrid_astar,open_world,7,0.845,1.0169,2.5351,0.38261
20260429_020915_227,hybrid_astar,open_world,8,0.958,1.0364,2.543,0.38267
20260429_020916_517,hybrid_astar,open_world,0,0.013,1.0642,2.5542,0.38294
20260429_020916_517,hybrid_astar,open_world,1,0.148,1.0809,2.5609,0.3829
20260429_020916_517,hybrid_astar,open_world,2,0.288,1.1004,2.5687,0.38237
20260429_020916_517,hybrid_astar,open_world,3,0.416,1.1199,2.5766,0.38203
20260429_020916_517,hybrid_astar,open_world,4,0.543,1.1366,2.5833,0.38201
20260429_020916_517,hybrid_astar,open_world,5,0.665,1.1561,2.5911,0.38245
20260429_020916_517,hybrid_astar,open_world,6,0.787,1.1756,2.599,0.38307
20260429_020916_517,hybrid_astar,open_world,7,0.907,1.1924,2.6057,0.38399
20260429_020917_709,hybrid_astar,open_world,0,0.043,1.2313,2.6215,0.38724
20260429_020917_709,hybrid_astar,open_world,1,0.166,1.248,2.6284,0.39031
20260429_020917_709,hybrid_astar,open_world,2,0.285,1.2674,2.6364,0.39678
20260429_020917_709,hybrid_astar,open_world,3,0.404,1.2867,2.6446,0.40349
20260429_020917_709,hybrid_astar,open_world,4,0.539,1.3034,2.6517,0.40944
20260429_020917_709,hybrid_astar,open_world,5,0.687,1.3227,2.6602,0.41696
20260429_020917_709,hybrid_astar,open_world,6,0.812,1.3418,2.6687,0.42377
20260429_020917_709,hybrid_astar,open_world,7,0.949,1.3582,2.6761,0.42669
20260429_020918_857,hybrid_astar,open_world,0,0.002,1.3965,2.6939,0.44273
20260429_020918_857,hybrid_astar,open_world,1,0.108,1.4129,2.7017,0.44991
20260429_020918_857,hybrid_astar,open_world,2,0.227,1.4317,2.7109,0.45763
20260429_020918_857,hybrid_astar,open_world,3,0.362,1.4507,2.7203,0.46453
20260429_020918_857,hybrid_astar,open_world,4,0.492,1.4668,2.7284,0.46914
20260429_020918_857,hybrid_astar,open_world,5,0.605,1.4855,2.738,0.47724
20260429_020918_857,hybrid_astar,open_world,6,0.771,1.5121,2.7519,0.4877
20260429_020918_857,hybrid_astar,open_world,7,0.883,1.5307,2.7618,0.49409
20260429_020920_057,hybrid_astar,open_world,0,0.038,1.5651,2.7805,0.50316
20260429_020920_057,hybrid_astar,open_world,1,0.175,1.5834,2.7907,0.5083
20260429_020920_057,hybrid_astar,open_world,2,0.295,1.5991,2.7994,0.51387
20260429_020920_057,hybrid_astar,open_world,3,0.431,1.6173,2.8098,0.52113
20260429_020920_057,hybrid_astar,open_world,4,0.547,1.6355,2.8203,0.5284
20260429_020920_057,hybrid_astar,open_world,5,0.672,1.6511,2.8295,0.53251
20260429_020920_057,hybrid_astar,open_world,6,0.799,1.6692,2.8402,0.53726
20260429_020920_057,hybrid_astar,open_world,7,0.909,1.6872,2.851,0.54178
20260429_020921_189,hybrid_astar,open_world,0,0.01,1.713,2.8666,0.54994
20260429_020921_189,hybrid_astar,open_world,1,0.141,1.7283,2.876,0.55551
20260429_020921_189,hybrid_astar,open_world,2,0.271,1.7461,2.8871,0.56055
20260429_020921_189,hybrid_astar,open_world,3,0.418,1.7638,2.8984,0.56716
20260429_020921_189,hybrid_astar,open_world,4,0.548,1.7791,2.9081,0.57292
20260429_020921_189,hybrid_astar,open_world,5,0.66,1.7968,2.9196,0.57905
20260429_020921_189,hybrid_astar,open_world,6,0.763,1.8149,2.9315,0.58539
20260429_020921_189,hybrid_astar,open_world,7,0.874,1.8299,2.9415,0.59072
20260429_020921_189,hybrid_astar,open_world,8,0.975,1.8474,2.9533,0.59738
20260429_020922_286,hybrid_astar,open_world,0,0.034,1.8647,2.9652,0.60395
20260429_020922_286,hybrid_astar,open_world,1,0.146,1.8795,2.9755,0.61216
20260429_020922_286,hybrid_astar,open_world,2,0.27,1.8967,2.9877,0.62329
20260429_020922_286,hybrid_astar,open_world,3,0.391,1.9138,3.0,0.63157
20260429_020922_286,hybrid_astar,open_world,4,0.529,1.9283,3.0107,0.63831
20260429_020922_286,hybrid_astar,open_world,5,0.642,1.9451,3.0233,0.64628
20260429_020922_286,hybrid_astar,open_world,6,0.764,1.9618,3.036,0.65424
20260429_020922_286,hybrid_astar,open_world,7,0.885,1.9761,3.047,0.66101
20260429_020922_286,hybrid_astar,open_world,8,1.012,1.9926,3.0599,0.66893
20260429_020923_359,hybrid_astar,open_world,0,0.04,2.009,3.073,0.67619
20260429_020923_359,hybrid_astar,open_world,1,0.149,2.0231,3.0843,0.67786
20260429_020923_359,hybrid_astar,open_world,2,0.276,2.0394,3.0975,0.6831
20260429_020923_359,hybrid_astar,open_world,3,0.388,2.0558,3.1108,0.68784
20260429_020923_359,hybrid_astar,open_world,4,0.503,2.0697,3.1224,0.69241
20260429_020923_359,hybrid_astar,open_world,5,0.633,2.0859,3.1358,0.69783
20260429_020923_359,hybrid_astar,open_world,6,0.81,2.102,3.1494,0.70336
20260429_020923_359,hybrid_astar,open_world,7,0.945,2.1157,3.1611,0.71115
20260429_020924_436,hybrid_astar,open_world,0,0.028,2.1315,3.1749,0.72241
20260429_020924_436,hybrid_astar,open_world,1,0.161,2.1472,3.1888,0.73243
20260429_020924_436,hybrid_astar,open_world,2,0.289,2.1606,3.2009,0.74045
20260429_020924_436,hybrid_astar,open_world,3,0.412,2.176,3.2152,0.74858
20260429_020924_436,hybrid_astar,open_world,4,0.536,2.1914,3.2295,0.75563
20260429_020924_436,hybrid_astar,open_world,5,0.644,2.2045,3.2419,0.76719
20260429_020924_436,hybrid_astar,open_world,6,0.778,2.2195,3.2566,0.77576
20260429_020924_436,hybrid_astar,open_world,7,0.892,2.2345,3.2713,0.7841
20260429_020925_486,hybrid_astar,open_world,0,0.006,2.2472,3.2841,0.78947
20260429_020925_486,hybrid_astar,open_world,1,0.147,2.262,3.2991,0.79606
20260429_020925_486,hybrid_astar,open_world,2,0.254,2.2766,3.3141,0.80206
20260429_020925_486,hybrid_astar,open_world,3,0.355,2.2892,3.3272,0.80679
20260429_020925_486,hybrid_astar,open_world,4,0.468,2.3038,3.3425,0.81235
20260429_020925_486,hybrid_astar,open_world,5,0.592,2.3183,3.3578,0.81783
20260429_020925_486,hybrid_astar,open_world,6,0.741,2.3306,3.371,0.82271
20260429_020925_486,hybrid_astar,open_world,7,0.873,2.3448,3.3865,0.82873
20260429_020925_486,hybrid_astar,open_world,8,1.001,2.359,3.402,0.8368
20260429_020926_537,hybrid_astar,open_world,0,0.044,2.371,3.4154,0.84363
20260429_020926_537,hybrid_astar,open_world,1,0.151,2.385,3.4312,0.85047
20260429_020926_537,hybrid_astar,open_world,2,0.277,2.3988,3.447,0.85711
20260429_020926_537,hybrid_astar,open_world,3,0.387,2.4105,3.4607,0.86247
20260429_020926_537,hybrid_astar,open_world,4,0.539,2.4242,3.4767,0.86863
20260429_020926_537,hybrid_astar,open_world,5,0.646,2.4377,3.4928,0.87488
20260429_020926_537,hybrid_astar,open_world,6,0.755,2.4492,3.5066,0.88017
20260429_020926_537,hybrid_astar,open_world,7,0.895,2.4626,3.5228,0.88661
20260429_020927_594,hybrid_astar,open_world,0,0.049,2.4815,3.5462,0.89475
20260429_020927_594,hybrid_astar,open_world,1,0.193,2.4946,3.5626,0.89973
20260429_020927_594,hybrid_astar,open_world,2,0.329,2.5058,3.5768,0.904
20260429_020927_594,hybrid_astar,open_world,3,0.46,2.5188,3.5933,0.90948
20260429_020927_594,hybrid_astar,open_world,4,0.611,2.5316,3.61,0.91509
20260429_020927_594,hybrid_astar,open_world,5,0.757,2.5426,3.6243,0.91994
20260429_020927_594,hybrid_astar,open_world,6,0.897,2.5554,3.6411,0.92415
20260429_020927_594,hybrid_astar,open_world,7,1.005,2.568,3.6579,0.92846
20260429_020928_636,hybrid_astar,open_world,0,0.022,2.5734,3.6651,0.9303
20260429_020928_636,hybrid_astar,open_world,1,0.157,2.5859,3.682,0.93487
20260429_020928_636,hybrid_astar,open_world,2,0.278,2.5966,3.6965,0.93974
20260429_020928_636,hybrid_astar,open_world,3,0.435,2.6089,3.7135,0.9465
20260429_020928_636,hybrid_astar,open_world,4,0.569,2.6211,3.7305,0.95153
20260429_020928_636,hybrid_astar,open_world,5,0.684,2.6316,3.7452,0.95588
20260429_020928_636,hybrid_astar,open_world,6,0.791,2.6437,3.7625,0.96301
20260429_020928_636,hybrid_astar,open_world,7,0.924,2.6556,3.7797,0.96989
20260429_020929_686,hybrid_astar,open_world,0,0.041,2.6725,3.8045,0.98066
20260429_020929_686,hybrid_astar,open_world,1,0.199,2.6825,3.8195,0.98544
20260429_020929_686,hybrid_astar,open_world,2,0.335,2.6941,3.8371,0.99084
20260429_020929_686,hybrid_astar,open_world,3,0.475,2.7056,3.8548,0.99599
20260429_020929_686,hybrid_astar,open_world,4,0.593,2.7153,3.8699,1.00015
20260429_020929_686,hybrid_astar,open_world,5,0.72,2.7266,3.8876,1.00579
20260429_020929_686,hybrid_astar,open_world,6,0.849,2.7379,3.9054,1.00919
20260429_020929_686,hybrid_astar,open_world,7,0.973,2.7474,3.9207,1.01261
20260429_020930_737,hybrid_astar,open_world,0,0.013,2.7538,3.9308,1.01482
20260429_020930_737,hybrid_astar,open_world,1,0.132,2.7633,3.9461,1.01805
20260429_020930_737,hybrid_astar,open_world,2,0.245,2.7743,3.964,1.02292
20260429_020930_737,hybrid_astar,open_world,3,0.364,2.7852,3.982,1.0277
20260429_020930_737,hybrid_astar,open_world,4,0.469,2.7944,3.9974,1.03214
20260429_020930_737,hybrid_astar,open_world,5,0.588,2.8052,4.0155,1.0388
20260429_020930_737,hybrid_astar,open_world,6,0.711,2.8158,4.0336,1.04403
20260429_020930_737,hybrid_astar,open_world,7,0.835,2.8248,4.0492,1.04765
20260429_020930_737,hybrid_astar,open_world,8,0.984,2.8353,4.0676,1.05238
20260429_020931_786,hybrid_astar,open_world,0,0.003,2.8399,4.0755,1.05441
20260429_020931_786,hybrid_astar,open_world,1,0.107,2.8503,4.0939,1.05822
20260429_020931_786,hybrid_astar,open_world,2,0.208,2.8606,4.1122,1.05861
20260429_020931_786,hybrid_astar,open_world,3,0.321,2.8694,4.1279,1.05844
20260429_020931_786,hybrid_astar,open_world,4,0.454,2.8797,4.1462,1.058
20260429_020931_786,hybrid_astar,open_world,5,0.578,2.89,4.1645,1.05806
20260429_020931_786,hybrid_astar,open_world,6,0.697,2.8988,4.1802,1.05804
20260429_020931_786,hybrid_astar,open_world,7,0.867,2.9091,4.1985,1.058
20260429_020931_786,hybrid_astar,open_world,8,0.98,2.9194,4.2168,1.05797
20260429_020932_838,hybrid_astar,open_world,0,0.034,2.9238,4.2246,1.05783
20260429_020932_838,hybrid_astar,open_world,1,0.152,2.9342,4.243,1.05792
20260429_020932_838,hybrid_astar,open_world,2,0.265,2.943,4.2587,1.05866
20260429_020932_838,hybrid_astar,open_world,3,0.376,2.9533,4.277,1.05917
20260429_020932_838,hybrid_astar,open_world,4,0.5,2.9636,4.2953,1.05958
20260429_020932_838,hybrid_astar,open_world,5,0.609,2.9724,4.311,1.0597
20260429_020932_838,hybrid_astar,open_world,6,0.749,2.9827,4.3294,1.0607
20260429_020932_838,hybrid_astar,open_world,7,0.869,2.9929,4.3477,1.06198
20260429_020932_838,hybrid_astar,open_world,8,1.002,3.0018,4.3636,1.06276
20260429_020933_880,hybrid_astar,open_world,0,0.017,3.0078,4.3744,1.06317
20260429_020933_880,hybrid_astar,open_world,1,0.128,3.0181,4.3929,1.06477
20260429_020933_880,hybrid_astar,open_world,2,0.287,3.0268,4.4086,1.06752
20260429_020933_880,hybrid_astar,open_world,3,0.421,3.0369,4.4271,1.07138
20260429_020933_880,hybrid_astar,open_world,4,0.546,3.047,4.4457,1.0755
20260429_020933_880,hybrid_astar,open_world,5,0.674,3.0555,4.4615,1.07807
20260429_020933_880,hybrid_astar,open_world,6,0.81,3.0654,4.48,1.08132
20260429_020933_880,hybrid_astar,open_world,7,0.926,3.074,4.4961,1.08402
20260429_020934_927,hybrid_astar,open_world,0,0.019,3.0838,4.5148,1.08727
20260429_020934_927,hybrid_astar,open_world,1,0.149,3.0936,4.5335,1.0901
20260429_020934_927,hybrid_astar,open_world,2,0.263,3.1019,4.5495,1.09157
20260429_020934_927,hybrid_astar,open_world,3,0.388,3.1117,4.5682,1.09323
20260429_020934_927,hybrid_astar,open_world,4,0.502,3.1213,4.5869,1.09436
20260429_020934_927,hybrid_astar,open_world,5,0.62,3.1295,4.6029,1.09723
20260429_020934_927,hybrid_astar,open_world,6,0.757,3.1391,4.6216,1.09903
20260429_020934_927,hybrid_astar,open_world,7,0.878,3.1487,4.6404,1.10084
20260429_020935_968,hybrid_astar,open_world,0,0.013,3.157,4.6567,1.10428
20260429_020935_968,hybrid_astar,open_world,1,0.162,3.1663,4.6755,1.10762
20260429_020935_968,hybrid_astar,open_world,2,0.29,3.1757,4.6942,1.10841
20260429_020935_968,hybrid_astar,open_world,3,0.42,3.1837,4.7104,1.10893
20260429_020935_968,hybrid_astar,open_world,4,0.561,3.1931,4.7292,1.10975
20260429_020935_968,hybrid_astar,open_world,5,0.7,3.2025,4.748,1.11089
20260429_020935_968,hybrid_astar,open_world,6,0.828,3.2105,4.7642,1.11222
20260429_020935_968,hybrid_astar,open_world,7,0.992,3.2197,4.783,1.11289
20260429_020937_007,hybrid_astar,open_world,0,0.066,3.229,4.8019,1.11423
20260429_020937_007,hybrid_astar,open_world,1,0.167,3.237,4.8181,1.11563
20260429_020937_007,hybrid_astar,open_world,2,0.27,3.2462,4.8369,1.11526
20260429_020937_007,hybrid_astar,open_world,3,0.385,3.2555,4.8558,1.11485
20260429_020937_007,hybrid_astar,open_world,4,0.498,3.2634,4.872,1.11472
20260429_020937_007,hybrid_astar,open_world,5,0.631,3.2726,4.8908,1.11486
20260429_020937_007,hybrid_astar,open_world,6,0.757,3.2819,4.9097,1.1156
20260429_020937_007,hybrid_astar,open_world,7,0.878,3.2898,4.9259,1.11659
20260429_020937_007,hybrid_astar,open_world,8,1.008,3.299,4.9447,1.11823
20260429_020938_066,hybrid_astar,open_world,0,0.019,3.3029,4.9529,1.11894
20260429_020938_066,hybrid_astar,open_world,1,0.153,3.3122,4.972,1.11906
20260429_020938_066,hybrid_astar,open_world,2,0.296,3.3214,4.9909,1.11878
20260429_020938_066,hybrid_astar,open_world,3,0.413,3.3293,5.0071,1.11891
20260429_020938_066,hybrid_astar,open_world,4,0.554,3.3385,5.0261,1.11947
20260429_020938_066,hybrid_astar,open_world,5,0.672,3.3477,5.0451,1.12018
20260429_020938_066,hybrid_astar,open_world,6,0.805,3.3555,5.0614,1.12073
20260429_020938_066,hybrid_astar,open_world,7,0.918,3.3646,5.0802,1.1214
20260429_020939_126,hybrid_astar,open_world,0,0.036,3.3777,5.1073,1.12358
20260429_020939_126,hybrid_astar,open_world,1,0.163,3.3867,5.1262,1.1266
20260429_020939_126,hybrid_astar,open_world,2,0.275,3.3944,5.1425,1.12998
20260429_020939_126,hybrid_astar,open_world,3,0.382,3.4034,5.1615,1.13388
20260429_020939_126,hybrid_astar,open_world,4,0.538,3.4123,5.1806,1.13594
20260429_020939_126,hybrid_astar,open_world,5,0.663,3.4199,5.197,1.13799
20260429_020939_126,hybrid_astar,open_world,6,0.798,3.4286,5.2161,1.14076
20260429_020939_126,hybrid_astar,open_world,7,0.916,3.4374,5.2352,1.14386
20260429_020940_187,hybrid_astar,open_world,0,0.051,3.4498,5.2626,1.14945
20260429_020940_187,hybrid_astar,open_world,1,0.179,3.4573,5.2793,1.15012
20260429_020940_187,hybrid_astar,open_world,2,0.296,3.466,5.2988,1.15105
20260429_020940_187,hybrid_astar,open_world,3,0.405,3.4745,5.3179,1.15224
20260429_020940_187,hybrid_astar,open_world,4,0.524,3.4818,5.3344,1.15438
20260429_020940_187,hybrid_astar,open_world,5,0.632,3.4903,5.3536,1.15722
20260429_020940_187,hybrid_astar,open_world,6,0.759,3.4987,5.3729,1.15951
20260429_020940_187,hybrid_astar,open_world,7,0.892,3.5059,5.3894,1.16102
20260429_020941_228,hybrid_astar,open_world,0,0.04,3.5178,5.4171,1.16764
20260429_020941_228,hybrid_astar,open_world,1,0.152,3.5261,5.4366,1.1687
20260429_020941_228,hybrid_astar,open_world,2,0.281,3.5344,5.4559,1.16449
20260429_020941_228,hybrid_astar,open_world,3,0.424,3.5415,5.4724,1.16082
20260429_020941_228,hybrid_astar,open_world,4,0.555,3.5499,5.4916,1.15733
20260429_020941_228,hybrid_astar,open_world,5,0.686,3.5584,5.5108,1.15533
20260429_020941_228,hybrid_astar,open_world,6,0.815,3.5656,5.5273,1.15272
20260429_020941_228,hybrid_astar,open_world,7,0.952,3.5742,5.5465,1.15004
20260429_020942_277,hybrid_astar,open_world,0,0.025,3.5828,5.5657,1.14811
20260429_020942_277,hybrid_astar,open_world,1,0.144,3.5902,5.5821,1.14799
20260429_020942_277,hybrid_astar,open_world,2,0.271,3.5988,5.6014,1.15183
20260429_020942_277,hybrid_astar,open_world,3,0.383,3.6074,5.6207,1.15753
20260429_020942_277,hybrid_astar,open_world,4,0.499,3.6146,5.6373,1.16512
20260429_020942_277,hybrid_astar,open_world,5,0.608,3.6228,5.6566,1.17446
20260429_020942_277,hybrid_astar,open_world,6,0.72,3.6309,5.676,1.17965
20260429_020942_277,hybrid_astar,open_world,7,0.853,3.6378,5.6927,1.18158
